DDI-MedLine.d62.s3|179-186|spectrin|drug
DDI-DrugBank.d739.s11|69-79|montelukast|drug
DDI-DrugBank.d739.s11|145-149|drugs|group
DDI-DrugBank.d739.s11|208-219|interactions|group
DDI-DrugBank.d739.s12|6-16|medications|group
DDI-DrugBank.d739.s12|27-33|thyroid|brand
DDI-DrugBank.d739.s12|54-62|hypnotics|group
DDI-DrugBank.d739.s12|79-102|anti-inflammatory agents|group
DDI-DrugBank.d739.s12|105-119|benzodiazepines|group
DDI-DrugBank.d739.s13|0-12|Phenobarbital|drug
DDI-DrugBank.d739.s13|70-80|montelukast|drug
DDI-DrugBank.d739.s13|133-143|montelukast|drug
DDI-DrugBank.d739.s14|25-35|montelukast|drug
DDI-DrugBank.d739.s15|71-85|cytochrome P450|drug
DDI-DrugBank.d739.s15|112-124|phenobarbital|drug
DDI-DrugBank.d739.s15|129-136|rifampin|brand
DDI-DrugBank.d739.s15|164-174|montelukast|drug
DDI-DrugBank.d346.s0|29-40|interactions|group
DDI-DrugBank.d346.s0|50-54|REVIA|brand
DDI-DrugBank.d346.s0|60-64|drugs|group
DDI-DrugBank.d346.s1|70-74|REVIA|brand
DDI-DrugBank.d346.s1|86-90|drugs|group
DDI-DrugBank.d346.s2|46-50|REVIA|brand
DDI-DrugBank.d346.s2|56-65|disulfiram|drug
DDI-DrugBank.d346.s2|134-144|medications|group
DDI-DrugBank.d346.s3|62-66|REVIA|brand
DDI-DrugBank.d346.s3|72-83|thioridazine|drug
DDI-DrugBank.d346.s4|16-20|REVIA|brand
DDI-DrugBank.d346.s4|61-69|medicines|group
DDI-DrugBank.d346.s4|80-106|cough and cold preparations|group
DDI-DrugBank.d346.s4|123-134|preparations|group
DDI-DrugBank.d346.s4|148-157|analgesics|group
DDI-DrugBank.d346.s5|92-96|REVIA|brand
DDI-DrugBank.d14.s0|28-40|nitroglycerin|drug
DDI-DrugBank.d14.s0|78-89|vasodilators|group
DDI-DrugBank.d14.s1|0-6|Alcohol|brand
DDI-DrugBank.d14.s2|66-89|calcium channel blockers|group
DDI-DrugBank.d14.s2|95-110|organic nitrates|group
DDI-DrugBank.d14.s3|27-31|class|group
DDI-DrugBank.d14.s3|36-41|agents|group
DDI-DrugBank.d475.s0|3-14|interactions|group
DDI-DrugBank.d475.s0|43-52|nizatidine|drug
DDI-DrugBank.d475.s0|58-69|theophylline|drug
DDI-DrugBank.d475.s0|72-87|chlordiazepoxide|drug
DDI-DrugBank.d475.s0|90-98|lorazepam|drug
DDI-DrugBank.d475.s0|101-109|lidocaine|drug
DDI-DrugBank.d475.s0|112-120|phenytoin|drug
DDI-DrugBank.d475.s0|127-134|warfarin|drug
DDI-DrugBank.d475.s1|0-9|Nizatidine|drug
DDI-DrugBank.d475.s2|16-27|interactions|group
DDI-DrugBank.d475.s3|47-53|aspirin|brand
DDI-DrugBank.d475.s3|75-79|serum|group
DDI-DrugBank.d475.s3|114-123|nizatidine|drug
DDI-DrugBank.d761.s0|0-6|Alcohol|brand
DDI-DrugBank.d761.s0|84-90|XENICAL|brand
DDI-DrugBank.d761.s0|108-114|alcohol|brand
DDI-DrugBank.d761.s0|188-194|alcohol|brand
DDI-DrugBank.d761.s0|214-221|orlistat|drug
DDI-DrugBank.d761.s0|247-249|fat|drug
DDI-DrugBank.d761.s0|287-294|orlistat|drug
DDI-DrugBank.d761.s1|0-11|Cyclosporine|drug
DDI-DrugBank.d761.s1|38-44|XENICAL|brand
DDI-DrugBank.d761.s1|50-61|cyclosporine|drug
DDI-DrugBank.d761.s1|110-121|cyclosporine|drug
DDI-DrugBank.d761.s1|142-148|XENICAL|brand
DDI-DrugBank.d761.s1|174-185|cyclosporine|drug
DDI-DrugBank.d761.s2|0-6|Digoxin|drug
DDI-DrugBank.d761.s2|48-54|XENICAL|brand
DDI-DrugBank.d761.s2|93-99|XENICAL|brand
DDI-DrugBank.d761.s2|119-134|pharmacokinetics|group
DDI-DrugBank.d761.s2|156-162|digoxin|drug
DDI-DrugBank.d761.s3|20-30|Supplements|group
DDI-DrugBank.d761.s3|109-121|beta-carotene|drug
DDI-DrugBank.d761.s3|182-188|XENICAL|brand
DDI-DrugBank.d761.s4|0-6|XENICAL|brand
DDI-DrugBank.d761.s4|34-42|vitamin E|group
DDI-DrugBank.d761.s5|14-21|orlistat|drug
DDI-DrugBank.d761.s5|57-65|vitamin D|drug
DDI-DrugBank.d761.s5|68-76|vitamin A|group
DDI-DrugBank.d761.s5|105-113|vitamin K|group
DDI-DrugBank.d761.s6|0-8|Glyburide|drug
DDI-DrugBank.d761.s6|50-57|orlistat|drug
DDI-DrugBank.d761.s6|95-102|orlistat|drug
DDI-DrugBank.d761.s6|122-137|pharmacokinetics|group
DDI-DrugBank.d761.s6|160-164|blood|group
DDI-DrugBank.d761.s6|187-195|glyburide|drug
DDI-DrugBank.d761.s7|0-9|Nifedipine|drug
DDI-DrugBank.d761.s7|78-84|XENICAL|brand
DDI-DrugBank.d761.s7|123-129|XENICAL|brand
DDI-DrugBank.d761.s7|168-177|nifedipine|drug
DDI-DrugBank.d761.s8|5-18|Contraceptives|group
DDI-DrugBank.d761.s8|75-81|XENICAL|brand
DDI-DrugBank.d761.s8|187-200|contraceptives|group
DDI-DrugBank.d761.s9|0-8|Phenytoin|drug
DDI-DrugBank.d761.s9|50-56|XENICAL|brand
DDI-DrugBank.d761.s9|95-101|XENICAL|brand
DDI-DrugBank.d761.s9|121-136|pharmacokinetics|group
DDI-DrugBank.d761.s9|165-173|phenytoin|drug
DDI-DrugBank.d761.s10|0-10|Pravastatin|drug
DDI-DrugBank.d761.s10|108-114|XENICAL|brand
DDI-DrugBank.d761.s10|153-159|XENICAL|brand
DDI-DrugBank.d761.s10|180-195|pharmacokinetics|group
DDI-DrugBank.d761.s10|200-210|pravastatin|drug
DDI-DrugBank.d761.s11|0-7|Warfarin|drug
DDI-DrugBank.d761.s11|58-64|XENICAL|brand
DDI-DrugBank.d761.s11|142-149|warfarin|drug
DDI-DrugBank.d761.s11|217-227|prothrombin|drug
DDI-DrugBank.d761.s11|238-242|serum|group
DDI-DrugBank.d761.s12|27-37|osteocalcin|drug
DDI-DrugBank.d761.s12|52-60|vitamin K|group
DDI-DrugBank.d761.s12|101-107|XENICAL|brand
DDI-DrugBank.d761.s12|125-133|vitamin K|group
DDI-DrugBank.d761.s12|179-185|XENICAL|brand
DDI-DrugBank.d761.s13|14-22|vitamin K|group
DDI-DrugBank.d761.s13|57-63|XENICAL|brand
DDI-DrugBank.d761.s13|102-109|warfarin|drug
DDI-DrugBank.d761.s13|130-136|XENICAL|brand
DDI-DrugBank.d744.s0|26-42|diabetes mellitus|group
DDI-DrugBank.d744.s0|63-69|insulin|group
DDI-DrugBank.d744.s0|96-101|agents|group
DDI-DrugBank.d744.s0|120-129|reductions|group
DDI-DrugBank.d744.s0|140-150|therapeutic|brand
DDI-DrugBank.d744.s0|196-203|SOMAVERT|brand
DDI-DrugBank.d744.s1|33-39|opioids|group
DDI-DrugBank.d744.s1|61-65|serum|group
DDI-DrugBank.d744.s1|79-92|concentrations|group
DDI-DrugBank.d744.s1|172-178|opioids|group
DDI-DrugBank.d671.s0|19-24|CYLERT|brand
DDI-DrugBank.d671.s0|27-34|pemoline|drug
DDI-DrugBank.d671.s0|48-52|drugs|group
DDI-DrugBank.d671.s1|27-32|CYLERT|brand
DDI-DrugBank.d671.s1|58-62|drugs|group
DDI-DrugBank.d671.s1|76-80|drugs|group
DDI-DrugBank.d671.s2|68-73|CYLERT|brand
DDI-DrugBank.d671.s2|108-118|medications|group
DDI-DrugBank.d635.s0|43-57|bronchodilators|group
DDI-DrugBank.d635.s0|97-112|MAXAIR AUTOHALER|brand
DDI-DrugBank.d622.s0|5-12|atropine|drug
DDI-DrugBank.d622.s0|18-28|pralidoxime|drug
DDI-DrugBank.d622.s0|137-140|nose|brand
DDI-DrugBank.d622.s0|189-196|atropine|drug
DDI-DrugBank.d622.s1|45-52|atropine|drug
DDI-DrugBank.d622.s1|95-105|pralidoxime|drug
DDI-DrugBank.d622.s2|20-30|precautions|group
DDI-DrugBank.d622.s2|154-164|pralidoxime|drug
DDI-DrugBank.d622.s2|173-184|barbiturates|group
DDI-DrugBank.d622.s3|0-7|morphine|drug
DDI-DrugBank.d622.s3|10-21|theophylline|drug
DDI-DrugBank.d622.s3|24-36|aminophylline|drug
DDI-DrugBank.d622.s3|39-53|succinylcholine|drug
DDI-DrugBank.d622.s3|56-64|reserpine|drug
DDI-DrugBank.d622.s3|90-102|tranquilizers|group
DDI-DrugBank.d737.s0|62-77|pharmacokinetics|group
DDI-DrugBank.d737.s0|82-92|pramipexole|drug
DDI-DrugBank.d737.s2|0-9|Selegiline|drug
DDI-DrugBank.d737.s2|43-52|selegiline|drug
DDI-DrugBank.d737.s2|76-91|pharmacokinetics|group
DDI-DrugBank.d737.s2|96-106|pramipexole|drug
DDI-DrugBank.d737.s3|0-9|Amantadine|drug
DDI-DrugBank.d737.s3|62-71|amantadine|drug
DDI-DrugBank.d737.s3|116-126|pramipexole|drug
DDI-DrugBank.d737.s4|0-9|Cimetidine|drug
DDI-DrugBank.d737.s4|12-21|Cimetidine|drug
DDI-DrugBank.d737.s4|32-40|inhibitor|group
DDI-DrugBank.d737.s4|146-156|pramipexole|drug
DDI-DrugBank.d737.s5|0-9|Probenecid|drug
DDI-DrugBank.d737.s5|12-21|Probenecid|drug
DDI-DrugBank.d737.s5|32-40|inhibitor|group
DDI-DrugBank.d737.s5|72-84|organic acids|group
DDI-DrugBank.d737.s5|102-112|transporter|drug
DDI-DrugBank.d737.s5|144-154|pramipexole|drug
DDI-DrugBank.d737.s6|6-10|drugs|group
DDI-DrugBank.d737.s6|114-118|drugs|group
DDI-DrugBank.d737.s6|178-187|cimetidine|drug
DDI-DrugBank.d737.s6|190-199|ranitidine|drug
DDI-DrugBank.d737.s6|202-210|diltiazem|drug
DDI-DrugBank.d737.s6|213-223|triamterene|drug
DDI-DrugBank.d737.s6|226-234|verapamil|drug
DDI-DrugBank.d737.s6|237-245|quinidine|drug
DDI-DrugBank.d737.s6|252-258|quinine|drug
DDI-DrugBank.d737.s6|293-303|pramipexole|drug
DDI-DrugBank.d737.s6|379-392|cephalosporins|group
DDI-DrugBank.d737.s6|395-405|penicillins|group
DDI-DrugBank.d737.s6|408-419|indomethacin|drug
DDI-DrugBank.d737.s6|422-440|hydrochlorothiazide|drug
DDI-DrugBank.d737.s6|447-460|chlorpropamide|drug
DDI-DrugBank.d737.s6|521-531|pramipexole|drug
DDI-DrugBank.d737.s7|4-15|interactions|group
DDI-DrugBank.d737.s7|18-27|Inhibitors|group
DDI-DrugBank.d737.s7|32-46|cytochrome P450|drug
DDI-DrugBank.d737.s7|88-98|pramipexole|drug
DDI-DrugBank.d737.s7|120-130|pramipexole|drug
DDI-DrugBank.d737.s7|172-178|enzymes|group
DDI-DrugBank.d737.s8|0-10|Pramipexole|drug
DDI-DrugBank.d737.s8|33-39|enzymes|group
DDI-DrugBank.d737.s9|80-90|pramipexole|drug
DDI-DrugBank.d737.s9|113-119|enzymes|group
DDI-DrugBank.d737.s9|131-144|concentrations|group
DDI-DrugBank.d737.s10|0-19|Dopamine antagonists|group
DDI-DrugBank.d737.s10|28-38|pramipexole|drug
DDI-DrugBank.d737.s10|45-52|dopamine|drug
DDI-DrugBank.d737.s10|83-102|dopamine antagonists|group
DDI-DrugBank.d737.s10|117-128|neuroleptics|group
DDI-DrugBank.d737.s10|131-144|phenothiazines|group
DDI-DrugBank.d737.s10|147-160|butyrophenones|group
DDI-DrugBank.d737.s10|163-175|thioxanthenes|group
DDI-DrugBank.d737.s10|181-194|metoclopramide|drug
DDI-DrugBank.d737.s10|231-237|MIRAPEX|brand
DDI-DrugBank.d737.s11|22-33|Interactions|group
DDI-DrugBank.d737.s11|54-65|interactions|group
DDI-DrugBank.d737.s11|75-81|MIRAPEX|brand
DDI-DrugBank.d632.s0|40-45|SYMLIN|brand
DDI-DrugBank.d632.s0|100-104|drugs|group
DDI-DrugBank.d632.s0|150-171|anticholinergic agents|group
DDI-DrugBank.d632.s0|181-188|atropine|drug
DDI-DrugBank.d632.s0|195-200|agents|group
DDI-DrugBank.d632.s0|276-285|inhibitors|group
DDI-DrugBank.d632.s1|21-25|drugs|group
DDI-DrugBank.d632.s2|0-5|SYMLIN|brand
DDI-DrugBank.d632.s2|84-94|medications|group
DDI-DrugBank.d632.s3|58-62|agent|group
DDI-DrugBank.d632.s3|116-125|analgesics|group
DDI-DrugBank.d632.s3|133-137|agent|group
DDI-DrugBank.d632.s3|204-209|SYMLIN|brand
DDI-DrugBank.d632.s4|43-55|sulfonylureas|group
DDI-DrugBank.d632.s4|60-69|biguanides|group
DDI-DrugBank.d632.s4|114-119|SYMLIN|brand
DDI-DrugBank.d632.s5|74-79|SYMLIN|brand
DDI-DrugBank.d632.s5|88-95|kinetics|group
DDI-DrugBank.d632.s5|118-123|agents|group
DDI-DrugBank.d632.s6|7-12|SYMLIN|brand
DDI-DrugBank.d632.s6|18-24|Insulin|group
DDI-DrugBank.d632.s6|60-65|SYMLIN|brand
DDI-DrugBank.d632.s6|96-102|regular|brand
DDI-DrugBank.d632.s6|129-140|formulations|group
DDI-DrugBank.d632.s6|163-169|insulin|group
DDI-DrugBank.d632.s7|6-11|SYMLIN|brand
DDI-DrugBank.d632.s7|17-23|insulin|group
DDI-DrugBank.d734.s0|9-17|diuretics|group
DDI-DrugBank.d734.s0|82-95|phenothiazines|group
DDI-DrugBank.d734.s1|28-39|guanethidine|drug
DDI-DrugBank.d734.s1|88-101|phenothiazines|group
DDI-DrugBank.d734.s2|30-40|propranolol|drug
DDI-DrugBank.d734.s2|47-60|phenothiazines|group
DDI-DrugBank.d734.s2|105-109|drugs|group
DDI-DrugBank.d590.s0|32-45|clarithromycin|drug
DDI-DrugBank.d590.s0|76-85|ranitidine|drug
DDI-DrugBank.d590.s0|126-132|bismuth|brand
DDI-DrugBank.d590.s0|141-154|concentrations|group
DDI-DrugBank.d590.s0|190-203|clarithromycin|drug
DDI-DrugBank.d590.s0|212-225|concentrations|group
DDI-DrugBank.d590.s1|22-28|aspirin|brand
DDI-DrugBank.d590.s1|74-83|salicylate|group
DDI-DrugBank.d590.s2|37-43|antacid|brand
DDI-DrugBank.d590.s2|91-104|concentrations|group
DDI-DrugBank.d590.s2|109-118|ranitidine|drug
DDI-DrugBank.d590.s2|144-157|concentrations|group
DDI-DrugBank.d590.s2|162-168|bismuth|brand
DDI-DrugBank.d590.s4|24-35|interactions|group
DDI-DrugBank.d590.s4|53-62|ranitidine|drug
DDI-DrugBank.d590.s4|78-83|ZANTAC|brand
DDI-DrugBank.d654.s0|26-37|ketoconazole|drug
DDI-DrugBank.d654.s0|68-78|retapamulin|drug
DDI-DrugBank.d654.s0|150-160|retapamulin|drug
DDI-DrugBank.d654.s1|32-42|retapamulin|drug
DDI-DrugBank.d654.s1|110-120|retapamulin|drug
DDI-DrugBank.d654.s1|171-180|inhibitors|group
DDI-DrugBank.d654.s1|191-202|ketoconazole|drug
DDI-DrugBank.d654.s2|18-21|P450|drug
DDI-DrugBank.d654.s2|114-120|ALTABAX|brand
DDI-DrugBank.d654.s2|123-133|retapamulin|drug
DDI-DrugBank.d654.s2|181-184|P450|drug
DDI-DrugBank.d654.s3|40-46|ALTABAX|brand
DDI-DrugBank.d654.s3|66-73|products|group
DDI-DrugBank.d654.s3|82-85|same|drug
DDI-DrugBank.d124.s1|63-70|INVIRASE|brand
DDI-DrugBank.d124.s1|76-84|FORTOVASE|brand
DDI-DrugBank.d124.s2|0-11|Observations|group
DDI-DrugBank.d124.s2|48-56|FORTOVASE|brand
DDI-DrugBank.d124.s2|84-91|INVIRASE|brand
DDI-DrugBank.d124.s3|8-16|ritonavir|drug
DDI-DrugBank.d124.s3|102-110|ritonavir|drug
DDI-DrugBank.d124.s3|127-138|interactions|group
DDI-DrugBank.d124.s3|161-165|agent|group
DDI-DrugBank.d124.s4|18-27|saquinavir|drug
DDI-DrugBank.d124.s4|44-58|cytochrome P450|drug
DDI-DrugBank.d124.s5|14-23|saquinavir|drug
DDI-DrugBank.d124.s6|11-15|drugs|group
DDI-DrugBank.d124.s6|63-78|pharmacokinetics|group
DDI-DrugBank.d124.s6|83-92|saquinavir|drug
DDI-DrugBank.d124.s7|11-20|saquinavir|drug
DDI-DrugBank.d124.s7|44-59|pharmacokinetics|group
DDI-DrugBank.d124.s7|70-74|drugs|group
DDI-DrugBank.d124.s7|85-94|substrates|group
DDI-DrugBank.d124.s8|0-4|Drugs|group
DDI-DrugBank.d124.s9|11-15|drugs|group
DDI-DrugBank.d124.s9|68-75|INVIRASE|brand
DDI-DrugBank.d124.s9|81-89|ritonavir|drug
DDI-DrugBank.d124.s10|6-20|recommendations|group
DDI-DrugBank.d124.s10|80-91|interactions|group
DDI-DrugBank.d124.s11|10-15|agents|group
DDI-DrugBank.d124.s11|72-85|concentrations|group
DDI-DrugBank.d124.s12|0-4|Drugs|group
DDI-DrugBank.d124.s14|0-14|Antiarrhythmics|group
DDI-DrugBank.d124.s14|17-26|Amiodarone|drug
DDI-DrugBank.d124.s14|29-36|bepridil|drug
DDI-DrugBank.d124.s14|39-48|flecainide|drug
DDI-DrugBank.d124.s14|51-61|propafenone|drug
DDI-DrugBank.d124.s14|64-72|quinidine|drug
DDI-DrugBank.d124.s14|143-151|reactions|group
DDI-DrugBank.d124.s15|0-13|Antihistamines|group
DDI-DrugBank.d124.s15|16-25|astemizole|drug
DDI-DrugBank.d124.s15|29-39|terfenadine|drug
DDI-DrugBank.d124.s16|6-16|Derivatives|group
DDI-DrugBank.d124.s16|19-35|Dihydroergotamine|drug
DDI-DrugBank.d124.s16|38-47|ergonovine|group
DDI-DrugBank.d124.s16|50-59|ergotamine|drug
DDI-DrugBank.d124.s16|62-77|methylergonovine|drug
DDI-DrugBank.d124.s16|145-153|reactions|group
DDI-DrugBank.d124.s17|18-23|Agents|group
DDI-DrugBank.d124.s17|26-33|rifampin|brand
DDI-DrugBank.d124.s17|99-108|saquinavir|drug
DDI-DrugBank.d124.s17|131-137|regimen|brand
DDI-DrugBank.d124.s17|158-171|concentrations|group
DDI-DrugBank.d124.s17|176-185|saquinavir|drug
DDI-DrugBank.d124.s18|0-5|Garlic|drug
DDI-DrugBank.d124.s18|16-21|Garlic|drug
DDI-DrugBank.d124.s18|64-73|saquinavir|drug
DDI-DrugBank.d124.s18|76-84|FORTOVASE|brand
DDI-DrugBank.d124.s18|94-97|sole|brand
DDI-DrugBank.d124.s18|108-116|inhibitor|group
DDI-DrugBank.d124.s18|147-156|saquinavir|drug
DDI-DrugBank.d124.s18|165-178|concentrations|group
DDI-DrugBank.d124.s19|96-101|garlic|drug
DDI-DrugBank.d124.s20|19-27|cisapride|drug
DDI-DrugBank.d124.s20|99-107|reactions|group
DDI-DrugBank.d124.s21|0-5|Herbal|brand
DDI-DrugBank.d124.s21|34-42|hypericum|brand
DDI-DrugBank.d124.s21|147-154|INVIRASE|brand
DDI-DrugBank.d124.s21|166-170|class|group
DDI-DrugBank.d124.s21|175-193|protease inhibitors|group
DDI-DrugBank.d124.s22|18-27|Inhibitors|group
DDI-DrugBank.d124.s22|30-39|lovastatin|drug
DDI-DrugBank.d124.s22|42-52|simvastatin|drug
DDI-DrugBank.d124.s22|84-92|reactions|group
DDI-DrugBank.d124.s23|0-18|Sedatives/Hypnotics|group
DDI-DrugBank.d124.s23|21-29|triazolam|drug
DDI-DrugBank.d124.s23|32-40|midazolam|drug
DDI-DrugBank.d124.s23|111-119|reactions|group
DDI-DrugBank.d124.s25|0-4|Drugs|group
DDI-DrugBank.d124.s26|73-77|drugs|group
DDI-DrugBank.d124.s26|122-145|calcium channel blockers|group
DDI-DrugBank.d124.s26|148-154|dapsone|drug
DDI-DrugBank.d124.s26|157-168|disopyramide|drug
DDI-DrugBank.d124.s26|171-177|quinine|drug
DDI-DrugBank.d124.s26|180-189|amiodarone|drug
DDI-DrugBank.d124.s26|192-200|quinidine|drug
DDI-DrugBank.d124.s26|203-210|warfarin|drug
DDI-DrugBank.d124.s26|213-222|tacrolimus|drug
DDI-DrugBank.d124.s26|225-236|cyclosporine|drug
DDI-DrugBank.d124.s26|245-255|derivatives|group
DDI-DrugBank.d124.s26|258-265|pimozide|drug
DDI-DrugBank.d124.s26|268-280|carbamazepine|drug
DDI-DrugBank.d124.s26|283-290|fentanyl|drug
DDI-DrugBank.d124.s26|305-314|alprazolam|drug
DDI-DrugBank.d124.s26|321-329|triazolam|drug
DDI-DrugBank.d124.s26|357-370|concentrations|group
DDI-DrugBank.d124.s26|397-406|saquinavir|drug
DDI-DrugBank.d124.s27|17-28|combinations|group
DDI-DrugBank.d124.s28|6-13|INVIRASE|brand
DDI-DrugBank.d124.s28|38-46|ritonavir|drug
DDI-DrugBank.d124.s28|53-61|ritonavir|drug
DDI-DrugBank.d124.s28|103-107|drugs|group
DDI-DrugBank.d124.s30|72-84|phenobarbital|drug
DDI-DrugBank.d124.s30|87-95|phenytoin|drug
DDI-DrugBank.d124.s30|98-110|dexamethasone|drug
DDI-DrugBank.d124.s30|113-125|carbamazepine|drug
DDI-DrugBank.d124.s30|169-178|saquinavir|drug
DDI-DrugBank.d694.s0|0-6|Digoxin|drug
DDI-DrugBank.d694.s0|124-130|digoxin|drug
DDI-DrugBank.d694.s0|169-179|sitagliptin|drug
DDI-DrugBank.d694.s1|19-25|digoxin|drug
DDI-DrugBank.d694.s2|24-30|digoxin|drug
DDI-DrugBank.d694.s2|35-41|JANUVIA|brand
DDI-DrugBank.d65.s0|0-12|Sulfacetamide|drug
DDI-DrugBank.d65.s0|49-54|silver|drug
DDI-DrugBank.d179.s1|0-12|Sulfapyridine|drug
DDI-DrugBank.d179.s1|56-68|Acetaminophen|drug
DDI-DrugBank.d179.s1|77-83|Tylenol|brand
DDI-DrugBank.d179.s2|2-11|Amiodarone|drug
DDI-DrugBank.d179.s2|20-28|Cordarone|brand
DDI-DrugBank.d179.s3|2-18|Anabolic steroids|group
DDI-DrugBank.d179.s3|21-30|nandrolone|drug
DDI-DrugBank.d179.s3|50-60|oxandrolone|drug
DDI-DrugBank.d179.s3|78-89|oxymetholone|drug
DDI-DrugBank.d179.s3|98-104|Anadrol|brand
DDI-DrugBank.d179.s3|108-117|stanozolol|drug
DDI-DrugBank.d179.s3|126-133|Winstrol|drug
DDI-DrugBank.d179.s4|2-10|Androgens|group
DDI-DrugBank.d179.s4|18-25|hormones|group
DDI-DrugBank.d179.s5|2-19|Antithyroid agents|group
DDI-DrugBank.d179.s5|46-52|thyroid|brand
DDI-DrugBank.d179.s6|2-14|Carbamazepine|drug
DDI-DrugBank.d179.s6|23-30|Tegretol|brand
DDI-DrugBank.d179.s7|2-11|Carmustine|drug
DDI-DrugBank.d179.s7|20-24|BiCNU|brand
DDI-DrugBank.d179.s8|2-12|Chloroquine|drug
DDI-DrugBank.d179.s8|21-26|Aralen|brand
DDI-DrugBank.d179.s9|2-11|Dantrolene|drug
DDI-DrugBank.d179.s9|20-27|Dantrium|brand
DDI-DrugBank.d179.s10|2-13|Daunorubicin|drug
DDI-DrugBank.d179.s10|22-31|Cerubidine|brand
DDI-DrugBank.d179.s11|2-11|Disulfiram|drug
DDI-DrugBank.d179.s11|20-27|Antabuse|brand
DDI-DrugBank.d179.s12|2-11|Divalproex|brand
DDI-DrugBank.d179.s12|20-27|Depakote|brand
DDI-DrugBank.d179.s13|2-10|Estrogens|group
DDI-DrugBank.d179.s13|20-27|hormones|group
DDI-DrugBank.d179.s14|2-11|Etretinate|drug
DDI-DrugBank.d179.s14|20-26|Tegison|drug
DDI-DrugBank.d179.s15|2-5|Gold|group
DDI-DrugBank.d179.s15|27-35|arthritis|brand
DDI-DrugBank.d179.s16|2-19|Hydroxychloroquine|drug
DDI-DrugBank.d179.s16|28-36|Plaquenil|brand
DDI-DrugBank.d179.s17|2-15|Mercaptopurine|drug
DDI-DrugBank.d179.s17|24-33|Purinethol|brand
DDI-DrugBank.d179.s18|2-11|Naltrexone|drug
DDI-DrugBank.d179.s19|7-20|contraceptives|group
DDI-DrugBank.d179.s19|29-35|control|brand
DDI-DrugBank.d179.s19|55-62|estrogen|group
DDI-DrugBank.d179.s20|8-22|anti-infectives|group
DDI-DrugBank.d179.s21|2-15|Phenothiazines|group
DDI-DrugBank.d179.s21|18-31|acetophenazine|drug
DDI-DrugBank.d179.s21|40-45|Tindal|drug
DDI-DrugBank.d179.s21|49-62|chlorpromazine|drug
DDI-DrugBank.d179.s21|71-79|Thorazine|brand
DDI-DrugBank.d179.s21|83-94|fluphenazine|drug
DDI-DrugBank.d179.s21|103-110|Prolixin|brand
DDI-DrugBank.d179.s21|114-125|mesoridazine|drug
DDI-DrugBank.d179.s21|134-141|Serentil|brand
DDI-DrugBank.d179.s21|145-156|perphenazine|drug
DDI-DrugBank.d179.s21|165-172|Trilafon|brand
DDI-DrugBank.d179.s21|176-191|prochlorperazine|drug
DDI-DrugBank.d179.s21|200-208|Compazine|brand
DDI-DrugBank.d179.s21|212-220|promazine|drug
DDI-DrugBank.d179.s21|239-250|promethazine|drug
DDI-DrugBank.d179.s21|259-267|Phenergan|brand
DDI-DrugBank.d179.s21|271-282|thioridazine|drug
DDI-DrugBank.d179.s21|291-298|Mellaril|brand
DDI-DrugBank.d179.s21|302-316|trifluoperazine|drug
DDI-DrugBank.d179.s21|337-351|triflupromazine|drug
DDI-DrugBank.d179.s21|360-366|Vesprin|drug
DDI-DrugBank.d179.s21|370-381|trimeprazine|drug
DDI-DrugBank.d179.s22|2-11|Plicamycin|drug
DDI-DrugBank.d179.s22|20-28|Mithracin|drug
DDI-DrugBank.d179.s23|2-14|Valproic acid|drug
DDI-DrugBank.d179.s23|23-30|Depakene|brand
DDI-DrugBank.d179.s23|40-52|sulfapyridine|drug
DDI-DrugBank.d179.s23|65-73|medicines|group
DDI-DrugBank.d179.s24|2-21|Acetohydroxamic acid|drug
DDI-DrugBank.d179.s24|30-38|Lithostat|brand
DDI-DrugBank.d179.s25|2-8|Dapsone|drug
DDI-DrugBank.d179.s26|2-13|Furazolidone|drug
DDI-DrugBank.d179.s26|22-29|Furoxone|drug
DDI-DrugBank.d179.s27|2-15|Nitrofurantoin|drug
DDI-DrugBank.d179.s27|24-33|Furadantin|brand
DDI-DrugBank.d179.s28|2-11|Primaquine|drug
DDI-DrugBank.d179.s29|2-13|Procainamide|drug
DDI-DrugBank.d179.s29|22-30|Pronestyl|brand
DDI-DrugBank.d179.s30|2-10|Quinidine|drug
DDI-DrugBank.d179.s31|2-8|Quinine|drug
DDI-DrugBank.d179.s32|2-10|Sulfoxone|drug
DDI-DrugBank.d179.s33|2-10|Vitamin K|group
DDI-DrugBank.d179.s33|19-30|AquaMEPHYTON|brand
DDI-DrugBank.d179.s33|52-64|sulfapyridine|drug
DDI-DrugBank.d179.s33|77-85|medicines|group
DDI-DrugBank.d179.s34|2-15|Anticoagulants|group
DDI-DrugBank.d179.s34|18-22|blood|group
DDI-DrugBank.d179.s35|2-9|Ethotoin|drug
DDI-DrugBank.d179.s35|18-25|Peganone|brand
DDI-DrugBank.d179.s36|2-12|Mephenytoin|drug
DDI-DrugBank.d179.s36|21-29|Mesantoin|brand
DDI-DrugBank.d179.s36|39-51|sulfapyridine|drug
DDI-DrugBank.d179.s36|64-72|medicines|group
DDI-DrugBank.d179.s37|2-14|Antidiabetics|group
DDI-DrugBank.d179.s37|72-84|antidiabetics|group
DDI-DrugBank.d179.s37|91-103|sulfapyridine|drug
DDI-DrugBank.d179.s37|159-163|blood|group
DDI-DrugBank.d179.s38|2-13|Methotrexate|drug
DDI-DrugBank.d179.s38|22-27|Mexate|brand
